anio	comuna	codigo_comuna	region	id_region	habitantes	indice_de_desarrollo_humano	indice_pobreza_multidimensional	v	v_ranking	v_cat	v1	v1_cat	v3	v3_cat	v2	v2_cat	v_gauge	v1_gauge	v2_gauge	v3_gauge
2025	Llaillay	05703	Valparaíso	5	25484	0.629	0.155	0.469	201	MEDIO BAJO	0.496	MEDIO ALTO	0.494	MEDIO BAJO	0.418	BAJO	0.299	0.515	0.213	0.384
2025	Panquehue	05704	Valparaíso	5	7269	0.596	0.183	0.507	141	MEDIO ALTO	0.512	MEDIO ALTO	0.651	ALTO	0.359	BAJO	0.507	0.587	0.048	0.962
2025	Putaendo	05705	Valparaíso	5	17336	0.552	0.232	0.462	212	MEDIO BAJO	0.482	MEDIO BAJO	0.544	MEDIO ALTO	0.359	BAJO	0.257	0.467	0.048	0.694
2025	Santa María	05706	Valparaíso	5	15134	0.6	0.198	0.42	257	BAJO	0.456	MEDIO BAJO	0.486	MEDIO BAJO	0.318	BAJO	0.101	0.393	0.006	0.346
2025	Quilpué	05801	Valparaíso	5	162559	0.675	0.16	0.583	50	ALTO	0.667	ALTO	0.486	MEDIO BAJO	0.595	ALTO	0.831	0.942	0.824	0.346
2025	Limache	05802	Valparaíso	5	56145	0.623	0.176	0.499	155	MEDIO BAJO	0.579	ALTO	0.481	MEDIO BAJO	0.438	MEDIO BAJO	0.461	0.782	0.323	0.325
2025	Olmué	05803	Valparaíso	5	19778	0.6	0.261	0.444	232	BAJO	0.536	MEDIO ALTO	0.368	BAJO	0.429	MEDIO BAJO	0.188	0.657	0.285	0.094
2025	Villa Alemana	05804	Valparaíso	5	139571	0.67	0.15	0.496	158	MEDIO BAJO	0.635	ALTO	0.395	BAJO	0.458	MEDIO BAJO	0.447	0.907	0.401	0.125
2025	Rancagua	06101	Libertador General Bernardo O'Higgins	6	257744	0.658	0.147	0.578	53	ALTO	0.625	ALTO	0.532	MEDIO ALTO	0.578	ALTO	0.817	0.887	0.786	0.613
2025	Codegua	06102	Libertador General Bernardo O'Higgins	6	13955	0.615	0.182	0.352	281	BAJO	0.434	MEDIO BAJO	0.283	BAJO	0.339	BAJO	0.017	0.304	0.028	0.035
2025	Coinco	06103	Libertador General Bernardo O'Higgins	6	7916	0.556	0.219	0.509	137	MEDIO ALTO	0.513	MEDIO ALTO	0.516	MEDIO ALTO	0.499	MEDIO ALTO	0.521	0.596	0.562	0.521
2025	Coltauco	06104	Libertador General Bernardo O'Higgins	6	21373	0.566	0.164	0.421	256	BAJO	0.498	MEDIO ALTO	0.336	BAJO	0.429	MEDIO BAJO	0.104	0.529	0.285	0.08
2025	Doñihue	06105	Libertador General Bernardo O'Higgins	6	21925	0.611	0.151	0.513	134	MEDIO ALTO	0.515	MEDIO ALTO	0.506	MEDIO BAJO	0.517	MEDIO ALTO	0.535	0.608	0.601	0.455
2025	Graneros	06106	Libertador General Bernardo O'Higgins	6	35938	0.597	0.133	0.451	226	BAJO	0.584	ALTO	0.4	BAJO	0.368	BAJO	0.219	0.791	0.06	0.135
2025	Las Cabras	06107	Libertador General Bernardo O'Higgins	6	27554	0.537	0.165	0.455	221	BAJO	0.402	BAJO	0.534	MEDIO ALTO	0.429	MEDIO BAJO	0.229	0.18	0.285	0.62
2025	Machalí	06108	Libertador General Bernardo O'Higgins	6	60875	0.78	0.129	0.503	148	MEDIO BAJO	0.614	ALTO	0.476	MEDIO BAJO	0.418	BAJO	0.482	0.875	0.213	0.298
2025	Malloa	06109	Libertador General Bernardo O'Higgins	6	13882	0.526	0.134	0.513	135	MEDIO ALTO	0.412	BAJO	0.516	MEDIO ALTO	0.61	ALTO	0.535	0.225	0.842	0.521
2025	Mostazal	06110	Libertador General Bernardo O'Higgins	6	27394	0.594	0.21	0.488	174	MEDIO BAJO	0.509	MEDIO ALTO	0.505	MEDIO BAJO	0.45	MEDIO BAJO	0.398	0.564	0.372	0.452
2025	Olivar	06111	Libertador General Bernardo O'Higgins	6	13901	0.643	0.184	0.481	184	MEDIO BAJO	0.466	MEDIO BAJO	0.527	MEDIO ALTO	0.45	MEDIO BAJO	0.359	0.42	0.372	0.585
2025	Peumo	06112	Libertador General Bernardo O'Higgins	6	14243	0.586	0.108	0.4	265	BAJO	0.43	MEDIO BAJO	0.392	BAJO	0.38	BAJO	0.073	0.298	0.099	0.122
2025	Pichidegua	06113	Libertador General Bernardo O'Higgins	6	20363	0.539	0.13	NA	NA	NA	0.416	BAJO	0.614	ALTO	NA	NA	NA	0.239	NA	0.931
2025	Quinta de Tilcoco	06114	Libertador General Bernardo O'Higgins	6	13558	0.544	0.148	0.431	246	BAJO	0.477	MEDIO BAJO	0.417	BAJO	0.4	BAJO	0.139	0.452	0.185	0.153
2025	Rengo	06115	Libertador General Bernardo O'Higgins	6	63620	0.571	0.136	0.534	104	MEDIO ALTO	0.567	MEDIO ALTO	0.597	ALTO	0.438	MEDIO BAJO	0.637	0.733	0.323	0.889
2025	Requinoa	06116	Libertador General Bernardo O'Higgins	6	29508	0.627	0.168	0.472	199	MEDIO BAJO	0.454	MEDIO BAJO	0.532	MEDIO ALTO	0.429	MEDIO BAJO	0.303	0.381	0.285	0.613
2025	San Vicente	06117	Libertador General Bernardo O'Higgins	6	49559	0.595	0.171	0.51	136	MEDIO ALTO	0.468	MEDIO BAJO	0.546	MEDIO ALTO	0.517	MEDIO ALTO	0.525	0.423	0.601	0.711
2025	Pichilemu	06201	Libertador General Bernardo O'Higgins	6	19847	0.566	0.181	NA	NA	NA	0.594	ALTO	NA	NA	0.543	MEDIO ALTO	NA	0.826	0.69	NA
2025	La Estrella	06202	Libertador General Bernardo O'Higgins	6	4609	0.564	0.159	0.446	231	BAJO	0.418	MEDIO BAJO	0.403	BAJO	0.517	MEDIO ALTO	0.194	0.256	0.601	0.142
2025	Litueche	06203	Libertador General Bernardo O'Higgins	6	8852	0.533	0.278	0.431	247	BAJO	0.423	MEDIO BAJO	0.471	MEDIO BAJO	0.4	BAJO	0.139	0.265	0.185	0.281
2025	Marchihue	06204	Libertador General Bernardo O'Higgins	6	8715	0.558	0.167	0.433	244	BAJO	0.386	BAJO	0.516	MEDIO ALTO	0.397	BAJO	0.146	0.124	0.139	0.521
2025	Navidad	06205	Libertador General Bernardo O'Higgins	6	8885	0.517	0.206	NA	NA	NA	0.509	MEDIO ALTO	NA	NA	0.578	ALTO	NA	0.564	0.786	NA
2025	Paredones	06206	Libertador General Bernardo O'Higgins	6	7228	0.457	0.212	NA	NA	NA	0.354	BAJO	NA	NA	0.38	BAJO	NA	0.022	0.099	NA
2025	San Fernando	06301	Libertador General Bernardo O'Higgins	6	75585	0.626	0.136	0.58	51	ALTO	0.566	MEDIO ALTO	0.525	MEDIO ALTO	0.648	ALTO	0.824	0.721	0.905	0.563
2025	Chépica	06302	Libertador General Bernardo O'Higgins	6	15668	0.496	0.164	0.557	76	MEDIO ALTO	0.4	BAJO	0.742	ALTO	0.528	MEDIO ALTO	0.743	0.174	0.649	1
2025	Chimbarongo	06303	Libertador General Bernardo O'Higgins	6	37258	0.556	0.175	0.469	202	MEDIO BAJO	0.429	MEDIO BAJO	0.541	MEDIO ALTO	0.438	MEDIO BAJO	0.299	0.295	0.323	0.683
2025	Lolol	06304	Libertador General Bernardo O'Higgins	6	7791	0.511	0.22	0.411	261	BAJO	0.408	BAJO	0.426	BAJO	0.4	BAJO	0.087	0.213	0.185	0.17
2025	Nancagua	06305	Libertador General Bernardo O'Higgins	6	18723	0.539	0.155	0.441	236	BAJO	0.444	MEDIO BAJO	0.478	MEDIO BAJO	0.4	BAJO	0.174	0.342	0.185	0.308
2025	Palmilla	06306	Libertador General Bernardo O'Higgins	6	13060	0.575	0.181	0.474	195	MEDIO BAJO	0.37	BAJO	0.573	ALTO	0.479	MEDIO BAJO	0.324	0.081	0.5	0.812
2025	Peralillo	06307	Libertador General Bernardo O'Higgins	6	12493	0.567	0.158	0.429	248	BAJO	0.391	BAJO	0.456	BAJO	0.441	MEDIO BAJO	0.132	0.143	0.34	0.243
2025	Placilla	06308	Libertador General Bernardo O'Higgins	6	9438	0.555	0.19	NA	NA	NA	0.374	BAJO	NA	NA	0.496	MEDIO ALTO	NA	0.096	0.545	NA
2025	Pumanque	06309	Libertador General Bernardo O'Higgins	6	4559	0.489	0.147	NA	NA	NA	0.372	BAJO	NA	NA	0.33	BAJO	NA	0.093	0.011	NA
2025	Santa Cruz	06310	Libertador General Bernardo O'Higgins	6	41209	0.596	0.106	0.492	167	MEDIO BAJO	0.498	MEDIO ALTO	0.541	MEDIO ALTO	0.438	MEDIO BAJO	0.415	0.529	0.323	0.683
2025	Talca	07101	Maule	7	232131	0.658	0.106	0.585	47	ALTO	0.635	ALTO	0.554	ALTO	0.566	MEDIO ALTO	0.842	0.907	0.75	0.753
2025	Constitución	07102	Maule	7	47004	0.582	0.172	0.501	150	MEDIO BAJO	0.494	MEDIO ALTO	0.481	MEDIO BAJO	0.528	MEDIO ALTO	0.475	0.512	0.649	0.325
2025	Curepto	07103	Maule	7	9519	0.5	0.125	0.508	139	MEDIO ALTO	0.369	BAJO	0.597	ALTO	0.557	MEDIO ALTO	0.518	0.076	0.735	0.889
2025	Empedrado	07104	Maule	7	3990	0.453	0.181	0.434	242	BAJO	0.39	BAJO	0.471	MEDIO BAJO	0.441	MEDIO BAJO	0.153	0.138	0.34	0.281
2025	Maule	07105	Maule	7	61081	0.614	0.11	0.473	198	MEDIO BAJO	0.419	MEDIO BAJO	0.479	MEDIO BAJO	0.52	MEDIO ALTO	0.313	0.259	0.616	0.318
2025	Pelarco	07106	Maule	7	9229	0.562	0.206	0.494	163	MEDIO BAJO	0.371	BAJO	0.644	ALTO	0.467	MEDIO BAJO	0.437	0.084	0.43	0.951
2025	Pencahue	07107	Maule	7	9181	0.588	0.206	0.479	188	MEDIO BAJO	0.382	BAJO	0.674	ALTO	0.38	BAJO	0.345	0.112	0.099	0.976
2025	Río Claro	07108	Maule	7	14276	0.519	0.208	0.474	193	MEDIO BAJO	0.387	BAJO	0.516	MEDIO ALTO	0.52	MEDIO ALTO	0.324	0.129	0.616	0.521
2025	San Clemente	07109	Maule	7	47380	0.523	0.18	0.596	30	ALTO	0.445	MEDIO BAJO	0.587	ALTO	0.756	ALTO	0.898	0.345	1	0.851
2025	San Rafael	07110	Maule	7	11230	0.541	0.12	0.519	127	MEDIO ALTO	0.394	BAJO	0.692	ALTO	0.47	MEDIO BAJO	0.556	0.157	0.456	0.979
2025	Cauquenes	07201	Maule	7	42798	0.544	0.161	0.57	61	ALTO	0.543	MEDIO ALTO	0.561	ALTO	0.607	ALTO	0.789	0.672	0.836	0.778
2025	Chanco	07202	Maule	7	9446	0.513	0.228	0.463	211	MEDIO BAJO	0.369	BAJO	0.471	MEDIO BAJO	0.549	MEDIO ALTO	0.261	0.076	0.708	0.281
2025	Pelluhue	07203	Maule	7	8578	0.538	0.202	0.491	169	MEDIO BAJO	0.504	MEDIO ALTO	0.55	MEDIO ALTO	0.42	BAJO	0.408	0.544	0.25	0.739
2025	Curicó	07301	Maule	7	159968	0.624	0.174	0.603	23	ALTO	0.609	ALTO	0.573	ALTO	0.627	ALTO	0.923	0.863	0.881	0.812
2025	Hualañé	07302	Maule	7	10775	0.516	0.161	0.478	189	MEDIO BAJO	0.404	BAJO	0.531	MEDIO ALTO	0.499	MEDIO ALTO	0.338	0.194	0.562	0.602
2025	Licantén	07303	Maule	7	6892	0.57	0.144	0.523	122	MEDIO ALTO	0.511	MEDIO ALTO	0.578	ALTO	0.479	MEDIO BAJO	0.581	0.576	0.5	0.833
2025	Molina	07304	Maule	7	48949	0.544	0.179	0.549	86	MEDIO ALTO	0.456	MEDIO BAJO	0.575	ALTO	0.616	ALTO	0.704	0.393	0.86	0.819
2025	Rauco	07305	Maule	7	11266	0.539	0.187	0.53	107	MEDIO ALTO	0.465	MEDIO BAJO	0.584	ALTO	0.54	MEDIO ALTO	0.627	0.417	0.688	0.847
2025	Romeral	07306	Maule	7	17233	0.595	0.164	0.494	161	MEDIO BAJO	0.441	MEDIO BAJO	0.505	MEDIO BAJO	0.537	MEDIO ALTO	0.437	0.324	0.679	0.452
2025	Sagrada Familia	07307	Maule	7	19427	0.562	0.166	0.494	162	MEDIO BAJO	0.346	BAJO	0.646	ALTO	0.49	MEDIO ALTO	0.437	0.014	0.539	0.955
2025	Teno	07308	Maule	7	30113	0.545	0.187	0.514	132	MEDIO ALTO	0.406	BAJO	0.539	MEDIO ALTO	0.598	ALTO	0.539	0.205	0.827	0.662
2025	Vichuquén	07309	Maule	7	4716	0.568	0.202	NA	NA	NA	0.463	MEDIO BAJO	NA	NA	0.461	MEDIO BAJO	NA	0.414	0.419	NA
2025	Linares	07401	Maule	7	96744	0.619	0.105	0.563	70	ALTO	0.531	MEDIO ALTO	0.591	ALTO	0.566	MEDIO ALTO	0.761	0.642	0.75	0.865
2025	Colbún	07402	Maule	7	22637	0.566	0.204	0.428	249	BAJO	0.406	BAJO	0.429	BAJO	0.45	MEDIO BAJO	0.128	0.205	0.372	0.174
2025	Longaví	07403	Maule	7	33299	0.492	0.215	0.444	233	BAJO	0.444	MEDIO BAJO	0.508	MEDIO BAJO	0.38	BAJO	0.188	0.342	0.099	0.462
2025	Parral	07404	Maule	7	45323	0.559	0.136	0.549	85	MEDIO ALTO	0.549	MEDIO ALTO	0.521	MEDIO ALTO	0.578	ALTO	0.704	0.68	0.786	0.542
2025	Retiro	07405	Maule	7	22310	0.474	0.189	0.426	253	BAJO	0.471	MEDIO BAJO	0.436	BAJO	0.371	BAJO	0.122	0.429	0.065	0.188
2025	San Javier	07406	Maule	7	49559	0.556	0.155	0.523	121	MEDIO ALTO	0.428	MEDIO BAJO	0.652	ALTO	0.488	MEDIO ALTO	0.581	0.289	0.524	0.965
2025	Villa Alegre	07407	Maule	7	17919	0.574	0.133	0.339	284	BAJO	0.405	BAJO	0.114	BAJO	0.499	MEDIO ALTO	0.007	0.199	0.562	0.007
2025	Yerbas Buenas	07408	Maule	7	20035	0.523	0.167	0.496	159	MEDIO BAJO	0.383	BAJO	0.527	MEDIO ALTO	0.578	ALTO	0.447	0.115	0.786	0.585
2025	Concepción	08101	Biobío	8	230375	0.719	0.115	0.591	37	ALTO	0.678	ALTO	0.512	MEDIO BAJO	0.584	ALTO	0.873	0.956	0.792	0.49
2025	Coronel	08102	Biobío	8	123648	0.609	0.136	0.595	31	ALTO	0.636	ALTO	0.482	MEDIO BAJO	0.665	ALTO	0.894	0.91	0.929	0.329
2025	Chiguayante	08103	Biobío	8	85822	0.711	0.109	0.613	19	ALTO	0.645	ALTO	0.607	ALTO	0.587	ALTO	0.937	0.927	0.804	0.917
2025	Florida	08104	Biobío	8	12958	0.561	0.274	0.351	282	BAJO	0.414	BAJO	0.23	BAJO	0.409	BAJO	0.014	0.23	0.199	0.021
2025	Hualqui	08105	Biobío	8	25795	0.56	0.209	0.524	118	MEDIO ALTO	0.569	MEDIO ALTO	0.426	BAJO	0.578	ALTO	0.588	0.735	0.786	0.17
2025	Lota	08106	Biobío	8	39980	0.569	0.175	0.521	125	MEDIO ALTO	0.627	ALTO	0.546	MEDIO ALTO	0.388	BAJO	0.567	0.892	0.125	0.711
2025	Penco	08107	Biobío	8	48971	0.633	0.115	0.549	87	MEDIO ALTO	0.612	ALTO	0.439	BAJO	0.595	ALTO	0.704	0.872	0.824	0.198
2025	San Pedro de la Paz	08108	Biobío	8	150992	0.723	0.095	0.597	29	ALTO	0.65	ALTO	0.557	ALTO	0.584	ALTO	0.905	0.933	0.792	0.767
2025	Santa Juana	08109	Biobío	8	14947	0.558	0.193	0.477	192	MEDIO BAJO	0.487	MEDIO BAJO	0.563	ALTO	0.38	BAJO	0.331	0.482	0.099	0.781
2025	Talcahuano	08110	Biobío	8	147322	0.674	0.106	0.643	5	ALTO	0.702	ALTO	0.512	MEDIO BAJO	0.715	ALTO	0.986	0.974	0.964	0.49
2025	Tomé	08111	Biobío	8	56907	0.608	0.153	0.63	12	ALTO	0.61	ALTO	0.604	ALTO	0.674	ALTO	0.961	0.869	0.94	0.906
2025	Hualpén	08112	Biobío	8	87731	0.668	0.097	0.557	74	MEDIO ALTO	0.53	MEDIO ALTO	0.497	MEDIO BAJO	0.645	ALTO	0.743	0.637	0.902	0.401
2025	Lebu	08201	Biobío	8	25246	0.54	0.264	0.601	25	ALTO	0.571	MEDIO ALTO	0.656	ALTO	0.575	ALTO	0.915	0.75	0.759	0.969
2025	Arauco	08202	Biobío	8	37163	0.61	0.171	0.555	78	MEDIO ALTO	0.555	MEDIO ALTO	0.603	ALTO	0.508	MEDIO ALTO	0.729	0.698	0.583	0.903
2025	Cañete	08203	Biobío	8	34640	0.503	0.273	0.542	97	MEDIO ALTO	0.481	MEDIO BAJO	0.568	ALTO	0.578	ALTO	0.662	0.461	0.786	0.799
2025	Contulmo	08204	Biobío	8	5905	0.504	0.233	0.439	241	BAJO	0.512	MEDIO ALTO	0.445	BAJO	0.359	BAJO	0.16	0.587	0.048	0.219
2025	Curanilahue	08205	Biobío	8	31119	0.577	0.198	0.533	106	MEDIO ALTO	0.588	ALTO	0.462	BAJO	0.549	MEDIO ALTO	0.634	0.805	0.708	0.25
2025	Los Alamos	08206	Biobío	8	21950	0.519	0.195	0.543	96	MEDIO ALTO	0.565	MEDIO ALTO	0.535	MEDIO ALTO	0.528	MEDIO ALTO	0.669	0.715	0.649	0.623
2025	Tirúa	08207	Biobío	8	10208	0.356	0.341	NA	NA	NA	0.356	BAJO	NA	NA	0.476	MEDIO BAJO	NA	0.025	0.468	NA
2025	Los Angeles	08301	Biobío	8	219441	0.64	0.141	0.597	28	ALTO	0.543	MEDIO ALTO	0.595	ALTO	0.654	ALTO	0.905	0.672	0.911	0.875
2025	Antuco	08302	Biobío	8	4373	0.561	0.136	0.416	258	BAJO	0.363	BAJO	0.403	BAJO	0.481	MEDIO ALTO	0.097	0.056	0.503	0.142
2025	Cabrero	08303	Biobío	8	31256	0.569	0.17	0.453	222	BAJO	0.505	MEDIO ALTO	0.455	BAJO	0.4	BAJO	0.222	0.549	0.185	0.236
2025	Laja	08304	Biobío	8	23706	0.616	0.163	0.486	177	MEDIO BAJO	0.508	MEDIO ALTO	0.513	MEDIO BAJO	0.438	MEDIO BAJO	0.38	0.552	0.323	0.5
2025	Mulchén	08305	Biobío	8	29036	0.553	0.225	0.526	113	MEDIO ALTO	0.509	MEDIO ALTO	0.522	MEDIO ALTO	0.549	MEDIO ALTO	0.606	0.564	0.708	0.553
2025	Nacimiento	08306	Biobío	8	26140	0.616	0.119	0.504	147	MEDIO BAJO	0.548	MEDIO ALTO	0.476	MEDIO BAJO	0.488	MEDIO ALTO	0.5	0.674	0.524	0.298
2025	Negrete	08307	Biobío	8	10723	0.572	0.148	0.457	218	BAJO	0.404	BAJO	0.509	MEDIO BAJO	0.458	MEDIO BAJO	0.236	0.194	0.401	0.476
2025	Quilaco	08308	Biobío	8	4440	0.549	0.179	NA	NA	NA	0.442	MEDIO BAJO	NA	NA	0.467	MEDIO BAJO	NA	0.336	0.43	NA
2025	Quilleco	08309	Biobío	8	9700	0.535	0.18	0.455	220	BAJO	0.346	BAJO	0.53	MEDIO ALTO	0.49	MEDIO ALTO	0.229	0.014	0.539	0.595
2025	San Rosendo	08310	Biobío	8	3575	0.616	0.144	NA	NA	NA	0.494	MEDIO ALTO	NA	NA	0.4	BAJO	NA	0.512	0.185	NA
2025	Santa Bárbara	08311	Biobío	8	14075	0.547	0.18	0.527	111	MEDIO ALTO	0.456	MEDIO BAJO	0.509	MEDIO BAJO	0.616	ALTO	0.616	0.393	0.86	0.476
2025	Tucapel	08312	Biobío	8	15729	0.582	0.152	0.477	191	MEDIO BAJO	0.525	MEDIO ALTO	0.489	MEDIO BAJO	0.416	BAJO	0.331	0.625	0.205	0.356
2025	Yumbel	08313	Biobío	8	23170	0.539	0.161	0.469	200	MEDIO BAJO	0.471	MEDIO BAJO	0.549	MEDIO ALTO	0.388	BAJO	0.299	0.429	0.125	0.736
2025	Alto Biobío	08314	Biobío	8	6016	0.298	0.389	NA	NA	NA	0.362	BAJO	NA	NA	0.45	MEDIO BAJO	NA	0.051	0.372	NA
2025	Temuco	09101	La Araucanía	9	292518	0.687	0.139	0.619	18	ALTO	0.644	ALTO	0.518	MEDIO ALTO	0.694	ALTO	0.944	0.919	0.952	0.528
2025	Carahue	09102	La Araucanía	9	24957	0.438	0.304	0.423	255	BAJO	0.402	BAJO	0.388	BAJO	0.479	MEDIO BAJO	0.108	0.18	0.5	0.118
2025	Cunco	09103	La Araucanía	9	19177	0.477	0.18	0.494	164	MEDIO BAJO	0.461	MEDIO BAJO	0.611	ALTO	0.409	BAJO	0.437	0.411	0.199	0.92
2025	Curarrehue	09104	La Araucanía	9	7733	0.345	0.231	0.373	276	BAJO	0.366	BAJO	0.302	BAJO	0.45	MEDIO BAJO	0.035	0.067	0.372	0.056
2025	Freire	09105	La Araucanía	9	26164	0.491	0.25	0.395	270	BAJO	0.426	MEDIO BAJO	0.288	BAJO	0.47	MEDIO BAJO	0.056	0.28	0.456	0.042
2025	Galvarino	09106	La Araucanía	9	12710	0.405	0.399	0.388	272	BAJO	0.392	BAJO	0.413	BAJO	0.359	BAJO	0.049	0.146	0.048	0.146
2025	Gorbea	09107	La Araucanía	9	14148	0.524	0.198	0.426	252	BAJO	0.452	MEDIO BAJO	0.336	BAJO	0.49	MEDIO ALTO	0.122	0.366	0.539	0.08
2025	Lautaro	09108	La Araucanía	9	41936	0.547	0.195	0.563	69	ALTO	0.521	MEDIO ALTO	0.522	MEDIO ALTO	0.645	ALTO	0.761	0.616	0.902	0.553
2025	Loncoche	09109	La Araucanía	9	25158	0.516	0.157	0.516	131	MEDIO ALTO	0.513	MEDIO ALTO	0.498	MEDIO BAJO	0.537	MEDIO ALTO	0.546	0.596	0.679	0.411
2025	Melipeuco	09110	La Araucanía	9	6796	0.44	0.176	0.286	285	BAJO	0.357	BAJO	0.133	BAJO	0.368	BAJO	0.003	0.037	0.06	0.014
2025	Nueva Imperial	09111	La Araucanía	9	33988	0.486	0.236	0.502	149	MEDIO BAJO	0.459	MEDIO BAJO	0.539	MEDIO ALTO	0.508	MEDIO ALTO	0.479	0.405	0.583	0.662
2025	Padre Las Casas	09112	La Araucanía	9	80656	0.531	0.198	0.481	185	MEDIO BAJO	0.448	MEDIO BAJO	0.486	MEDIO BAJO	0.508	MEDIO ALTO	0.359	0.354	0.583	0.346
2025	Perquenco	09113	La Araucanía	9	7438	0.47	0.232	0.391	271	BAJO	0.442	MEDIO BAJO	0.293	BAJO	0.438	MEDIO BAJO	0.052	0.336	0.323	0.045
2025	Pitrufquén	09114	La Araucanía	9	27041	0.537	0.175	0.551	84	MEDIO ALTO	0.524	MEDIO ALTO	0.541	MEDIO ALTO	0.587	ALTO	0.711	0.622	0.804	0.683
2025	Pucón	09115	La Araucanía	9	32321	0.564	0.201	0.585	46	ALTO	0.55	MEDIO ALTO	0.491	MEDIO BAJO	0.715	ALTO	0.842	0.686	0.964	0.373
2025	Saavedra	09116	La Araucanía	9	12877	0.324	0.445	NA	NA	NA	0.37	BAJO	NA	NA	0.45	MEDIO BAJO	NA	0.081	0.372	NA
2025	Teodoro Schmidt	09117	La Araucanía	9	15639	0.358	0.259	NA	NA	NA	0.414	BAJO	NA	NA	0.4	BAJO	NA	0.23	0.185	NA
2025	Toltén	09118	La Araucanía	9	10041	0.444	0.267	NA	NA	NA	0.393	BAJO	0.283	BAJO	NA	NA	NA	0.152	NA	0.035
2025	Vilcún	09119	La Araucanía	9	31575	0.532	0.227	0.473	197	MEDIO BAJO	0.439	MEDIO BAJO	0.52	MEDIO ALTO	0.459	MEDIO BAJO	0.313	0.318	0.407	0.535
2025	Villarrica	09120	La Araucanía	9	67737	0.563	0.157	0.552	80	MEDIO ALTO	0.567	MEDIO ALTO	0.512	MEDIO BAJO	0.578	ALTO	0.722	0.733	0.786	0.49
2025	Cholchol	09121	La Araucanía	9	13167	0.382	0.365	0.399	267	BAJO	0.382	BAJO	0.373	BAJO	0.441	MEDIO BAJO	0.069	0.112	0.34	0.101
2025	Angol	09201	La Araucanía	9	53022	0.625	0.196	0.583	49	ALTO	0.598	ALTO	0.614	ALTO	0.537	MEDIO ALTO	0.831	0.837	0.679	0.931
2025	Collipulli	09202	La Araucanía	9	24303	0.52	0.221	0.533	105	MEDIO ALTO	0.502	MEDIO ALTO	0.541	MEDIO ALTO	0.557	MEDIO ALTO	0.634	0.538	0.735	0.683
2025	Curacautín	09203	La Araucanía	9	18536	0.547	0.189	0.484	179	MEDIO BAJO	0.515	MEDIO ALTO	0.43	BAJO	0.508	MEDIO ALTO	0.373	0.608	0.583	0.177
2025	Ercilla	09204	La Araucanía	9	7730	0.374	0.416	NA	NA	NA	0.449	MEDIO BAJO	NA	NA	0.42	BAJO	NA	0.357	0.25	NA
2025	Lonquimay	09205	La Araucanía	9	10247	0.424	0.32	0.386	273	BAJO	0.357	BAJO	0.373	BAJO	0.429	MEDIO BAJO	0.045	0.037	0.285	0.101
2025	Los Sauces	09206	La Araucanía	9	7348	0.493	0.255	NA	NA	NA	0.479	MEDIO BAJO	NA	NA	0.488	MEDIO ALTO	NA	0.455	0.524	NA
2025	Lumaco	09207	La Araucanía	9	9253	0.441	0.341	0.365	279	BAJO	0.357	BAJO	0.398	BAJO	0.339	BAJO	0.024	0.037	0.028	0.132
2025	Purén	09208	La Araucanía	9	12184	0.49	0.309	0.434	243	BAJO	0.476	MEDIO BAJO	0.446	BAJO	0.38	BAJO	0.153	0.44	0.099	0.222
2025	Renaico	09209	La Araucanía	9	10686	0.55	0.166	0.425	254	BAJO	0.438	MEDIO BAJO	0.417	BAJO	0.42	BAJO	0.111	0.315	0.25	0.153
2025	Traiguén	09210	La Araucanía	9	18873	0.537	0.211	0.57	62	ALTO	0.498	MEDIO ALTO	0.716	ALTO	0.496	MEDIO ALTO	0.789	0.529	0.545	0.986
2025	Victoria	09211	La Araucanía	9	34464	0.577	0.193	0.536	103	MEDIO ALTO	0.557	MEDIO ALTO	0.592	ALTO	0.459	MEDIO BAJO	0.641	0.701	0.407	0.868
2025	Puerto Montt	10101	Los Lagos	10	277040	0.652	0.155	0.593	32	ALTO	0.577	ALTO	0.527	MEDIO ALTO	0.674	ALTO	0.891	0.765	0.94	0.585
2025	Calbuco	10102	Los Lagos	10	36474	0.537	0.331	0.382	274	BAJO	0.454	MEDIO BAJO	0.284	BAJO	0.409	BAJO	0.042	0.381	0.199	0.038
